已有数据: 14 条

============================================================
Round 1/6 | 并行生成 11 组查询...
  Prompt 5: 25 条
  Prompt 1: 25 条
  Prompt 8: 25 条
  Prompt 6: 25 条
  Prompt 7: 25 条
  Prompt 4: 25 条
  Prompt 2: 25 条
  Prompt 3: 25 条
  Prompt 9: 25 条
  Prompt 10: 25 条
  Prompt 11: 25 条
  本轮共 275 条待标注，还需 1386 条
  ✓ [15] rag_query            | 想申请开通凌霄管理后台的查看权限，需要直属领导审批还是直接找IT？
  ✓ [1524] escalate             | 通义千问登不上了急死人了，下午汇报全靠它出方案
  ✓ [1525] rag_query            | 周末出差参加展会，路途时间算不算加班，公司对此有明确界定吗？
  ✓ [1526] rag_query            | 5月5号早上迟到十分钟会直接扣全勤吗？
  ✓ [1527] multi_intent_split   | 钉钉文档的协同编辑延迟太高根本没法用，5月5号去北京办公室出差的托运行...
  ✓ [1528] rag_query            | 产假申请需要的医院证明，下周五前交齐来得及吗？
  ✓ [1529] rag_query            | 年假大概啥时候能休？
  ✓ [1530] escalate             | 详细描述：我申请开通测试环境服务器后，钉钉审批已通过但阿里云控制台权限...
  ✓ [1531] multi_intent_split   | 帮我查一下账户里还剩几天年假可以休，另外钉钉会议共享屏幕一直黑屏该怎么...
  ✓ [1532] rag_query            | 总部大楼地下车库连接办公区的电梯厅在哪一层？
  ✓ [1533] rag_query            | 上月攒的周末调休额度，最晚是不是必须在6月30号前清零？
  ✓ [1534] multi_intent_split   | 我工牌里的感应芯片好像刷不开地下车库了，请问是找园区物业修还是直接去I...
  ✓ [1535] escalate             | 我想查一下今年还剩多少天年假。
  ✓ [1536] rag_query            | 我月底要飞成都跟进项目，请问一线城市往返二线城市的机票折扣限制是多少，...
  ✓ [1537] rag_query            | 请问临时外包人员如何申请云效平台的短期试用权限？
  ✓ [1538] rag_query            | 请问公司关于跨年度未休年假的结转政策具体是如何规定的？
  ✓ [1539] direct_answer        | 阿里郎死活连不上咋整，急着发邮件呢
  ✓ [1540] direct_answer        | 查询我本月剩余年假天数。
  ✓ [1541] rag_query            | 10月15日去乌鲁木齐参加客户年会，往返机票加租车费用预计八千元，提交...
  ✓ [1542] direct_answer        | 最近使用云效平台编写文档时页面响应特别慢，有什么本地缓存清理建议吗？
  ✓ [1543] rag_query            | 明天下午三点要和张经理开跨部门评审会，请问钉钉会议室A302能不能提前...
  ✓ [1544] multi_intent_split   | 夸克搜索的企业内网穿透代理经常断流该怎么重新配置，4月25号去西安办公...
  ✓ [1545] multi_intent_split   | 我想把6月3号的年假调休审批单撤回，杭州办公室的钉钉打卡机最近总识别失...
  ✓ [1546] rag_query            | 公司现在还能穿拖鞋上班吗？
  ✓ [1547] escalate             | 打印机坏了。
  ✓ [1548] escalate             | 请核实2024年第三季度李经理提交的2000元招待费报销单，目前流程卡...
  ✓ [1549] rag_query            | 实体门禁卡的制作周期一般是几天，下周三前能领到吗？
  ✓ [1550] rag_query            | 打车报销单被系统退回要求补充说明，重新提交后是重新排队审核还是直接流转...
  ✓ [1551] rag_query            | 离职证明开电子版？
  ✓ [1552] multi_intent_split   | 为什么我申请开通夸克网盘的企业空间管理员权限一直被系统驳回，上个月垫付...
  ✓ [1553] rag_query            | 出差订票额度不够咋提特批啊，流程太长等不及
  ✓ [1554] rag_query            | 年假能折现吗？
  ✓ [1555] escalate             | 请帮我查询通义千问项目组剩余的法定年假天数。
  ✓ [1556] multi_intent_split   | 我想查一下上个季度华东区渠道商的销售数据，请问需要走什么审批流程开通数...
  ✓ [1557] rag_query            | 法务要求签保密协议，但合同里有个条款说竞业限制期三年，我们内部制度不是...
  ✓ [1558] rag_query            | 请详细说明事假与年假合并使用时，考勤扣减及薪资核算的对应规则。
  ✓ [1559] rag_query            | 钉钉审批流里那么多模板，第一次提软件采购申请该点哪个入口？
  ✓ [1560] rag_query            | 五险一金的扣缴基数，是不是从4月1号开始按新标准执行呀？
  ✓ [1561] multi_intent_split   | 我的阿里云盘同步老是卡在10%该怎么强制刷新，另外4月28号去杭州办公...
  ✓ [1562] multi_intent_split   | 我7月12号在北京望京出差住的酒店开了电子专票，金额是890元，请问钉...
  ✓ [1563] multi_intent_split   | 钉钉考勤显示缺卡，但我明明在A栋3楼打卡了，是不是定位漂移？顺便问下补...
  ✓ [1564] rag_query            | 跨部门协作产生的线上会议订阅费用，是否纳入员工日常办公报销范围？
  ✓ [1565] rag_query            | 我刚入职，想问下试用期考核的具体流程和转正标准在哪里能查到？
  ✓ [1566] escalate             | 阿里云盘分享链接失效了，顺便把过期策略改长点呗
  ✓ [1567] rag_query            | 5月1号法定节假日的加班，是1比1折算调休还是发三倍工资呀？
  ✓ [1568] escalate             | 我对本月考勤扣款有异议，系统显示我9号下午早退，但我当时是在通义实验室...
  ✓ [1569] rag_query            | 今年中秋节的员工福利还没收到，请问钉钉福利商城是统一寄到杭州西溪园区还...
  ✓ [1570] rag_query            | 紧急通知要去南京处理机房故障，请问乘坐高铁一等座必须符合什么职级条件，...
  ✓ [1571] rag_query            | 每天八十元的出差包干补贴，是凭票实报实销还是直接随工资卡发放？
  ✓ [1572] multi_intent_split   | 我新领的公司笔记本连办公Wi-Fi总是掉线，请问需要重新配置网络插件吗...
  ✓ [1573] escalate             | 业务部门明天上线新项目，急需给项目组全员开通瓴羊营销系统的操作权限！
  ✓ [1574] direct_answer        | 研发部旁边的黑白打印机具体在几号房间？
  ✓ [1575] direct_answer        | 园区公共打印服务器的默认登录账号是什么？
  ✓ [1576] escalate             | 钉钉假期账户里显示的我本年度年假余额是多少？
  ✓ [1577] escalate             | 测试环境服务器突然无法连通，线上业务排查受阻，请紧急开通临时内网访问策...
  ✓ [1578] rag_query            | 客户合同走法务审批太慢有没有加急通道，急！
  ✓ [1579] rag_query            | 下午上班打卡的最晚时间是13点30分吗？
  ✓ [1580] escalate             | 紧急处理：我的钉钉企业邮箱收到大量钓鱼邮件拦截失败警报，常规杀毒无效且...
  ✓ [1581] rag_query            | 钉钉上显示我的职级变动但薪级没同步，是本月15号才统一发薪吗？
  ✓ [1582] rag_query            | 下个月去北京参加技术峰会，机票是提前在差旅平台订还是自己垫付？
  ✓ [1583] direct_answer        | 5楼茶水间那台彩色打印机的具体位置能发一下吗？
  ✓ [1584] direct_answer        | 公司总部的访客接待大厅具体在B1还是1层？
  ✓ [1585] rag_query            | 周末和法定节假日如果还在外地执行项目，出差补贴是按工作日标准发放还是有...
  ✓ [1586] rag_query            | 明天要去三亚谈合作但当地酒店普遍超预算，请问超标部分必须提前在钉钉提交...
  ✓ [1587] multi_intent_split   | 实习生转正考核里写的项目答辩占比具体是多少，6月1号去深圳办公室办入职...
  ✓ [1588] direct_answer        | 夸克网盘的共享链接过期了，重新生成后外部合作方说打不开，是权限没放开吗...
  ✓ [1589] rag_query            | 公积金基数怎么调？
  ✓ [1590] multi_intent_split   | 我电脑突然连不上公司内网了，IT工单已经提交到阿里云后台，顺便问下我今...
  ✓ [1591] multi_intent_split   | 工资条咋没弹出来，顺便瞅瞅上个月考勤扣款明细
  ✓ [1592] escalate             | 详细描述：因组织架构调整，我的钉钉汇报线已变更，但历史项目代码库权限尚...
  ✓ [1593] direct_answer        | 下周三的事假申请直接在钉钉提交流程就行吗？
  ✓ [1594] escalate             | 紧急求助！我11月3日因为台风天外勤导致钉钉定位漂移被记迟到三次，实际...
  ✓ [1595] escalate             | 会议室投影连不上。
  ✓ [1596] escalate             | 我要投诉！通义实验室项目组的专项激励奖金至今未到账，系统提示“流程异常...
  ✓ [1597] escalate             | 我的内部账号因为多次输错密码被锁定了，现在无法登录办公系统，急需重置！
  ✓ [1598] rag_query            | 电子工牌挂失补办提交后，4月28号能正常刷门禁吗？
  ✓ [1599] escalate             | 语雀知识库权限没开，赶紧开个读写不然没法干活
  ✓ [1600] rag_query            | 关于新员工试用期期间的绩效评估频次及导师带教制度，请提供相关政策说明。
  ✓ [1601] rag_query            | 下周一去园区巡检，当天外勤打卡最多允许漏卡几次？
  ✓ [1602] escalate             | 投诉加急：我申请的通义千问企业版高级API调用额度在审批流中被无理由打...
  ✓ [1603] direct_answer        | 请问西塔15层A区的无线网络密码是什么？
  ✓ [1604] rag_query            | 密码忘了怎么重置？
  ✓ [1605] rag_query            | 上周三我和赵总去苏州拜访客户产生的两千三百元招待费已经走钉钉流程了，请...
  ✓ [1606] rag_query            | 5月20号的年假审批单目前走到哪个节点了？
  ✓ [1607] rag_query            | 我10月份要去新加坡参加亚太合作伙伴大会，请问公司统一办理的商务签证大...
  ✓ [1608] rag_query            | 公积金异地转入审核在钉钉人事里通常要卡几个工作日？
  ✓ [1609] rag_query            | 新员工培训课在哪看回放啊，急等着补学时
  ✓ [1610] rag_query            | 体检报告在哪看？
  ✓ [1611] escalate             | 财务报表导出页面卡死半小时了，今天必须提交结账数据，请紧急优化！
  ✓ [1612] rag_query            | 早上九点半到公司算迟到吗，我4月22号有场早会？
  ✓ [1613] multi_intent_split   | 我明天下午想休两小时，调休最小扣减单位是按分钟算的吗？
  ✓ [1614] escalate             | 正式申诉：我的数字工牌在门禁系统频繁识别失败，自助换绑无效，已造成我多...
  ✓ [1615] escalate             | 笔记本连蓝屏三次了IT小哥啥时候能来瞅瞅啊
  ✓ [1616] escalate             | 我的电脑连不上公司内网，钉钉一直转圈，能远程帮我重置下网络适配器配置吗...
  ✓ [1617] rag_query            | 报到第一天除了签文件还要交哪些证明材料？
